x,y,z,parity
0.21,-3.67,2.93,2.00
0.78,-0.82,0.58,2.00
0.17,-1.46,2.14,2.00
1.46,-3.13,-3.09,1.00
-1.63,3.17,-3.52,1.00
0.03,-0.34,1.23,2.00
2.53,0.95,3.32,2.00
-2.90,-2.89,-3.82,1.00
-0.54,0.12,2.74,2.00
1.32,3.91,-2.94,1.00
0.01,0.03,0.51,2.00
-0.00,0.04,-1.58,1.00
-0.00,0.00,-1.26,1.00
-0.25,-0.36,2.44,2.00
-0.69,-1.52,-1.10,1.00
-0.43,0.25,-1.41,1.00
0.03,0.13,-1.90,1.00
1.26,-1.25,0.60,2.00
-0.60,-0.30,7.54,2.00
-0.15,-0.26,2.16,2.00
0.09,2.10,1.97,2.00
0.25,1.45,-0.99,1.00
-2.13,-1.88,2.40,2.00
-0.47,0.75,-0.93,1.00
0.14,-0.17,-2.01,1.00
-0.32,-0.22,-3.42,1.00
-4.21,-1.29,-4.88,1.00
0.18,0.24,1.48,2.00
-0.21,-1.71,-1.22,1.00
-2.00,-2.06,-3.06,1.00
-4.19,-2.70,2.10,2.00
0.03,0.15,-0.89,1.00
0.64,-3.73,-6.56,1.00
-0.12,0.44,1.99,2.00
-0.39,0.26,-2.68,1.00
-0.28,0.36,3.20,2.00
-0.47,-0.46,1.46,2.00
0.95,-1.48,-3.61,1.00
-3.06,1.81,-2.76,1.00
1.29,-0.73,-3.74,1.00
1.54,-0.24,2.00,2.00
0.02,-0.00,0.57,2.00
0.03,1.34,2.26,2.00
-1.52,0.55,-3.05,1.00
-2.41,2.88,4.36,2.00
-1.00,1.05,1.94,2.00
0.96,0.71,4.18,2.00
-1.01,1.35,1.74,2.00
-4.01,-1.62,1.01,2.00
-0.80,0.17,1.19,2.00
-0.63,-0.10,0.68,2.00
0.03,-0.74,-1.83,1.00
-0.12,1.62,-1.27,1.00
-0.30,-2.59,4.46,2.00
0.18,0.37,1.31,2.00
-0.41,0.24,-3.25,1.00
-1.53,-0.72,-1.33,1.00
-0.01,-0.14,-0.52,1.00
-0.69,-0.22,-1.34,1.00
-0.18,-0.71,-3.92,1.00
-0.41,0.42,-1.81,1.00
0.18,-0.81,2.67,2.00
-0.06,0.13,0.69,2.00
-0.02,-0.07,1.30,2.00
-0.32,-0.63,2.87,2.00
-0.29,-0.33,1.13,2.00
2.02,-1.74,-2.33,1.00
-0.23,1.05,-2.16,1.00
0.75,-0.14,4.72,2.00
0.11,0.05,1.15,2.00
4.42,-3.35,5.85,2.00
0.31,-0.83,2.45,2.00
-0.77,0.72,2.50,2.00
-0.49,-1.68,6.47,2.00
-1.00,0.60,-1.73,1.00
1.40,3.58,-1.86,1.00
1.82,0.34,2.99,2.00
1.54,0.40,-2.84,1.00
-0.61,-3.48,-6.17,1.00
0.89,-0.12,4.67,2.00
-0.64,1.24,3.93,2.00
-1.45,-1.53,-1.49,1.00
0.14,-0.12,2.26,2.00
0.49,0.27,3.35,2.00
-0.10,0.12,-2.67,1.00
0.94,0.04,1.16,2.00
0.88,-0.25,-1.36,1.00
0.20,-1.10,0.95,2.00
-3.20,-0.31,2.30,2.00
0.56,1.08,-3.61,1.00
-0.22,-0.38,-5.87,1.00
-0.36,0.73,1.19,2.00
0.66,-0.89,-1.19,1.00
-1.18,0.28,1.36,2.00
-0.75,0.91,1.76,2.00
0.01,-0.27,1.78,2.00
-1.07,-0.71,2.78,2.00
-2.93,3.23,2.20,2.00
-0.04,0.03,1.89,2.00
1.92,2.31,4.84,2.00
0.28,0.03,3.13,2.00
0.69,-0.60,-3.42,1.00
1.41,-0.05,1.05,2.00
0.88,0.74,1.98,2.00
1.47,-0.67,-2.11,1.00
-0.05,-0.06,4.33,2.00
2.84,-5.22,-6.07,1.00
0.07,0.09,-2.39,1.00
-0.46,0.80,5.74,2.00
-4.66,-0.95,2.10,2.00
-0.79,-0.12,0.89,2.00
0.49,0.36,2.53,2.00
-0.13,0.05,-1.55,1.00
-0.95,0.08,-1.75,1.00
2.04,-1.59,3.95,2.00
-0.06,-0.27,-0.83,1.00
-1.85,-1.34,0.67,2.00
0.52,-0.82,-0.98,1.00
-0.91,-2.03,0.98,2.00
0.04,0.19,4.19,2.00
0.10,1.33,-2.14,1.00
1.53,0.06,2.14,2.00
-0.35,-0.68,-5.83,1.00
-0.42,-0.75,-0.68,1.00
-0.03,-0.00,1.01,2.00
0.01,0.02,0.48,2.00
0.33,-0.72,2.22,2.00
-1.68,-2.23,-3.27,1.00
0.04,-0.28,-3.22,1.00
-0.31,0.08,1.28,2.00
-1.52,0.05,2.41,2.00
-0.44,-1.81,2.54,2.00
2.69,-2.72,2.54,2.00
1.03,-0.38,5.39,2.00
0.05,-0.19,-3.18,1.00
0.14,-0.09,-2.38,1.00
2.31,1.08,-2.69,1.00
-0.08,0.04,3.94,2.00
0.06,-0.97,0.91,2.00
-0.63,-1.31,1.73,2.00
-1.91,-0.16,2.23,2.00
-1.81,-0.97,-3.49,1.00
0.80,1.93,-4.13,1.00
-1.10,0.69,3.11,2.00
0.39,-0.28,-2.34,1.00
2.15,0.90,4.11,2.00
1.14,-0.36,-5.03,1.00
2.04,0.80,-5.35,1.00
2.80,1.51,7.86,2.00
0.30,0.81,-1.69,1.00
-1.51,-1.10,-3.45,1.00
0.83,-0.61,-1.72,1.00
-2.15,2.34,4.12,2.00
0.42,-0.38,1.40,2.00
-0.02,-0.03,3.04,2.00
-2.31,3.73,2.43,2.00
-1.26,-3.14,2.08,2.00
-0.53,-2.14,-2.05,1.00
0.47,-1.30,-2.61,1.00
1.12,1.36,-2.28,1.00
-0.32,-1.69,3.91,2.00
0.08,-0.10,-3.51,1.00
-1.52,2.39,-2.67,1.00
1.04,0.44,0.75,2.00
0.95,0.96,-4.93,1.00
-0.95,0.00,-2.35,1.00
-1.49,3.29,3.88,2.00
-0.33,-0.65,-2.40,1.00
-1.52,-0.16,2.68,2.00
1.35,-2.05,2.98,2.00
-0.01,-0.08,1.91,2.00
0.52,-0.62,-1.00,1.00
-0.46,-0.12,-1.46,1.00
0.02,0.03,-2.41,1.00
-0.02,0.33,3.01,2.00
-0.91,-4.57,-3.58,1.00
-0.08,-0.39,1.27,2.00
-0.87,0.16,-4.22,1.00
-0.12,0.01,-1.41,1.00
-0.89,1.57,-4.65,1.00
-1.48,1.44,-1.87,1.00
-0.16,0.71,0.85,2.00
1.13,1.16,-2.93,1.00
0.08,-0.43,-3.08,1.00
1.16,0.26,2.81,2.00
0.03,0.11,1.35,2.00
0.05,-0.11,0.67,2.00
0.10,-0.39,2.97,2.00
1.05,-0.86,1.97,2.00
-1.83,-2.60,7.05,2.00
-0.99,-0.30,-2.12,1.00
-0.09,0.49,-0.90,1.00
0.15,-0.48,3.65,2.00
-0.02,-0.31,2.42,2.00
0.02,-0.00,0.39,2.00
-0.16,-0.14,-4.47,1.00
0.61,-1.61,1.78,2.00
-0.33,-0.17,-3.05,1.00
-0.25,-0.68,0.50,2.00
-0.68,0.48,1.50,2.00
-0.89,-1.37,-7.50,1.00
-2.05,-1.46,6.03,2.00
2.30,-0.09,-6.37,1.00
-0.05,0.08,1.67,2.00
1.04,2.36,-1.97,1.00
-0.09,0.05,1.33,2.00
0.03,-0.38,4.70,2.00
0.33,0.25,-1.57,1.00
0.60,0.26,-3.08,1.00
-2.48,-2.02,-4.32,1.00
-1.18,-1.61,-5.26,1.00
-0.39,-0.35,1.87,2.00
-3.27,0.50,2.55,2.00
-0.82,-0.10,-2.03,1.00
-0.07,-0.71,-2.44,1.00
-0.34,-0.17,-1.70,1.00
-0.37,0.01,1.62,2.00
0.10,0.01,0.55,2.00
-2.60,-0.55,2.58,2.00
0.45,-1.11,-2.53,1.00
-0.84,0.73,-3.68,1.00
0.40,-2.69,-3.26,1.00
-0.18,-0.07,-1.23,1.00
-0.25,-2.95,-5.88,1.00
0.43,-0.67,2.05,2.00
-0.27,-0.20,0.48,2.00
-0.71,-0.53,-3.41,1.00
-0.03,-0.12,1.91,2.00
0.07,0.02,-3.43,1.00
-0.10,0.20,-1.75,1.00
0.69,1.17,2.47,2.00
1.38,0.74,4.80,2.00
-0.06,1.22,-8.36,1.00
0.20,-0.16,4.04,2.00
-0.77,-0.05,4.19,2.00
-3.63,-0.16,-2.70,1.00
0.11,-0.15,1.68,2.00
-0.21,0.14,-3.25,1.00
0.51,1.16,-3.11,1.00
-0.54,-0.51,2.85,2.00
-0.11,0.91,-2.90,1.00
-0.25,-3.41,-2.76,1.00
-1.63,-4.18,4.66,2.00
0.23,0.98,3.79,2.00
-0.39,0.81,1.43,2.00
4.60,1.88,3.04,2.00
0.28,0.52,2.24,2.00
0.25,0.35,0.72,2.00
-0.76,0.57,1.63,2.00
-2.30,-0.11,-4.53,1.00
0.43,-0.74,2.14,2.00
-0.33,-0.00,0.82,2.00
0.55,-0.72,-2.22,1.00
2.03,-1.39,-1.85,1.00
-0.38,0.53,0.58,2.00
1.50,-0.87,4.47,2.00
-1.71,-0.38,-2.09,1.00
0.69,1.16,2.42,2.00
0.52,-1.64,2.24,2.00
0.11,-0.06,-1.44,1.00
-0.48,-0.69,-3.00,1.00
-0.02,-1.89,-1.48,1.00
-0.13,-0.97,-7.45,1.00
-0.98,0.93,-1.01,1.00
1.50,-1.78,1.95,2.00
1.58,-0.42,-1.68,1.00
1.59,0.21,2.49,2.00
-0.32,0.18,-1.81,1.00
-1.31,-0.26,-1.10,1.00
1.71,1.11,6.51,2.00
-0.74,0.96,3.14,2.00
2.97,-1.72,2.11,2.00
-1.61,0.11,4.81,2.00
0.58,-0.07,3.69,2.00
-0.05,0.04,-7.79,1.00
1.22,-0.86,-2.55,1.00
0.15,0.23,-0.81,1.00
1.08,-1.16,8.97,2.00
0.65,1.23,1.40,2.00
1.12,3.30,-3.72,1.00
-0.43,-1.41,3.18,2.00
-0.68,0.01,-2.56,1.00
-0.10,-0.42,2.77,2.00
0.07,-0.07,-3.18,1.00
-0.00,-0.23,-0.49,1.00
1.68,-3.54,-5.08,1.00
2.06,-0.62,1.43,2.00
0.97,0.84,1.73,2.00
0.11,-0.09,2.87,2.00
-0.43,-0.30,0.84,2.00
0.00,0.00,-0.65,1.00
-0.05,0.50,-2.64,1.00
0.40,0.56,2.27,2.00
-0.96,1.09,1.55,2.00
1.13,-0.29,-1.73,1.00
2.36,0.82,-2.56,1.00
-1.86,0.41,6.55,2.00
2.99,6.20,-6.38,1.00
0.80,-1.97,4.21,2.00
-1.02,-0.00,2.43,2.00
-0.60,-0.09,-0.81,1.00
0.40,-0.62,5.16,2.00
-0.66,0.42,2.97,2.00
-0.60,0.82,-3.34,1.00
-0.30,0.35,-1.85,1.00
1.24,1.77,1.85,2.00
0.04,0.00,3.51,2.00
-0.02,0.14,2.74,2.00
-1.48,-0.09,-0.82,1.00
-0.65,-0.27,1.12,2.00
-0.10,-0.14,-0.38,1.00
-0.12,0.55,-0.49,1.00
0.42,-0.09,3.02,2.00
-1.72,0.03,6.21,2.00
-1.37,0.30,2.73,2.00
0.69,0.07,2.59,2.00
-0.78,-0.14,-1.84,1.00
-0.04,-1.56,0.70,2.00
-0.06,-0.22,-1.87,1.00
-0.00,-0.05,-2.34,1.00
0.38,-0.43,-2.18,1.00
-1.05,0.96,3.65,2.00
0.65,0.02,2.26,2.00
-0.55,1.04,-1.80,1.00
0.13,-1.19,3.08,2.00
0.31,-0.00,-1.57,1.00
-0.01,-0.00,3.62,2.00
0.01,0.00,-1.48,1.00
-0.14,-0.74,1.64,2.00
0.06,0.04,2.28,2.00
-0.69,-1.01,-2.27,1.00
-3.40,2.24,-8.72,1.00
0.10,0.92,3.68,2.00
1.07,-0.82,-1.14,1.00
0.80,-0.94,2.16,2.00
-0.99,-1.61,5.04,2.00
1.43,-0.74,0.46,2.00
-1.95,-3.16,5.06,2.00
-0.08,-1.63,1.63,2.00
1.26,-0.46,1.90,2.00
-0.20,0.06,-3.52,1.00
-0.62,0.72,-0.47,1.00
-2.04,-0.99,7.60,2.00
-0.06,-0.12,1.81,2.00
-2.39,-3.00,-2.21,1.00
-1.10,0.56,-1.41,1.00
0.38,-0.50,2.40,2.00
0.02,-0.67,2.03,2.00
1.59,-1.13,2.95,2.00
1.38,-1.07,-1.52,1.00
-0.76,-0.27,1.37,2.00
-0.27,1.10,2.39,2.00
0.10,0.36,-4.36,1.00
-0.15,0.15,1.41,2.00
0.41,0.01,-2.13,1.00
0.47,1.26,-3.16,1.00
-0.36,0.58,8.86,2.00
-0.21,1.49,-5.30,1.00
0.01,-0.82,-3.63,1.00
0.51,0.20,-5.44,1.00
0.12,0.03,-1.20,1.00
0.03,-0.03,2.23,2.00
-1.00,0.37,1.19,2.00
-0.08,0.89,-1.65,1.00
0.08,0.05,-1.95,1.00
-0.21,-0.08,-1.00,1.00
0.24,-0.25,1.02,2.00
0.97,0.12,-1.98,1.00
-0.63,-0.45,-1.41,1.00
0.18,0.45,3.42,2.00
0.06,0.13,1.96,2.00
1.23,-0.60,-2.67,1.00
0.61,0.43,0.27,2.00
1.42,0.05,-1.19,1.00
-0.33,-1.08,3.25,2.00
-0.07,-0.27,-1.44,1.00
0.09,0.17,-1.37,1.00
1.13,3.01,-1.41,1.00
0.06,-0.10,-1.29,1.00
0.56,0.25,1.83,2.00
2.56,-1.99,-4.49,1.00
-5.08,-1.45,-4.85,1.00
0.69,0.93,0.82,2.00
0.10,0.19,-4.45,1.00
-0.50,2.60,2.68,2.00
0.08,0.42,0.67,2.00
-0.09,0.42,-2.15,1.00
-0.02,-0.45,-3.66,1.00
0.87,-0.15,-2.90,1.00
0.26,-0.01,-1.17,1.00
0.58,-0.63,-1.07,1.00
-2.01,-4.44,3.07,2.00
0.03,-0.21,0.81,2.00
0.38,-1.37,2.59,2.00
0.43,0.09,-3.24,1.00
-0.59,0.45,2.29,2.00
-1.74,-1.13,2.82,2.00
-0.53,0.09,1.86,2.00
0.75,-0.41,-1.20,1.00
0.67,-4.26,3.08,2.00
0.02,1.04,2.11,2.00
-0.55,1.96,-2.68,1.00
0.00,-0.02,3.17,2.00
0.18,0.35,2.91,2.00
0.03,-0.24,3.88,2.00
1.28,-0.10,1.66,2.00
-0.98,-0.34,3.04,2.00
-0.70,-0.73,-3.16,1.00
-0.09,-0.30,-3.55,1.00
2.08,1.15,3.98,2.00
-0.55,-1.24,-5.47,1.00
-1.26,0.04,-5.04,1.00
-0.17,0.06,-2.24,1.00
3.03,-3.34,5.06,2.00
-2.31,-0.43,2.72,2.00
-0.00,-0.13,-1.75,1.00
3.69,2.25,6.72,2.00
0.46,0.28,-1.48,1.00
-0.11,0.03,-1.02,1.00
-0.06,0.02,-1.66,1.00
-0.28,-0.05,3.68,2.00
-0.15,0.44,1.63,2.00
-0.67,0.02,-1.35,1.00
0.01,-0.00,2.38,2.00
-2.56,-0.57,-4.25,1.00
-0.30,0.06,-1.28,1.00
0.50,1.40,-3.26,1.00
0.67,0.14,-2.80,1.00
-0.57,3.30,-3.56,1.00
-0.64,-0.25,0.56,2.00
0.04,0.12,-0.74,1.00
-0.16,-0.19,1.33,2.00
0.34,-1.43,-1.37,1.00
-0.21,1.72,-1.48,1.00
-0.20,0.95,-3.78,1.00
3.17,-3.28,1.99,2.00
-2.42,1.96,-3.47,1.00
2.48,-3.18,-2.72,1.00
0.22,-0.17,-1.64,1.00
0.54,-0.26,3.75,2.00
-1.05,-0.31,4.12,2.00
-0.28,0.10,0.83,2.00
0.53,1.08,-0.67,1.00
2.21,-2.83,-5.22,1.00
0.20,0.43,-1.89,1.00
-1.59,-1.45,-3.21,1.00
2.21,1.25,-7.37,1.00
-1.62,-0.45,3.15,2.00
-0.04,-0.15,0.56,2.00
0.24,0.48,-0.93,1.00
0.55,1.55,-2.47,1.00
-1.03,-0.10,2.06,2.00
0.05,-0.22,3.57,2.00
-0.06,0.21,2.01,2.00
-0.02,-0.17,-0.29,1.00
-0.45,-0.99,2.05,2.00
-0.05,-0.56,0.55,2.00
-1.73,0.93,2.09,2.00
0.62,-0.99,-4.54,1.00
-0.90,-3.14,-4.66,1.00
0.76,-0.29,-4.59,1.00
0.35,0.57,-1.21,1.00
0.04,-1.47,2.08,2.00
-0.34,-0.29,-3.15,1.00
-1.33,-0.11,3.82,2.00
-0.34,1.79,3.04,2.00
-1.00,-0.83,-2.49,1.00
1.70,-0.12,0.60,2.00
0.55,-0.40,1.54,2.00
0.16,1.19,-3.15,1.00
-0.05,-0.62,1.83,2.00
1.33,1.28,3.00,2.00
-0.50,-1.12,1.21,2.00
-1.58,3.06,-6.64,1.00
0.26,-2.08,-6.21,1.00
-0.83,-0.69,-1.64,1.00
1.28,1.54,-2.05,1.00
1.23,-0.54,-2.52,1.00
1.23,-2.64,8.97,2.00
-2.29,-3.01,-4.48,1.00
1.33,-1.77,-1.43,1.00
0.98,0.67,-2.42,1.00
-3.96,-0.14,-1.43,1.00
0.17,0.87,0.45,2.00
-0.23,-0.20,0.81,2.00
0.04,-0.03,-1.41,1.00
3.97,0.54,6.02,2.00
-3.82,0.01,-4.41,1.00
-1.41,0.53,-0.63,1.00
1.41,1.28,3.55,2.00
-0.05,0.06,-3.30,1.00
-0.14,1.03,4.08,2.00
-1.89,-1.14,-1.42,1.00
0.60,-0.29,2.00,2.00
-0.68,1.04,-3.17,1.00
4.96,-6.25,-4.83,1.00
-0.26,0.08,-0.57,1.00
0.41,1.71,2.08,2.00
-0.67,0.70,2.26,2.00
1.45,-0.22,5.72,2.00
-4.71,-2.05,-2.14,1.00
-3.48,0.88,-1.41,1.00
0.08,0.96,-2.79,1.00
1.27,2.10,-7.68,1.00
1.51,0.69,4.01,2.00
0.35,-1.00,-2.27,1.00
-0.78,-0.59,-2.26,1.00
-0.73,-0.67,1.49,2.00
-0.01,-1.31,5.18,2.00
-0.89,-0.03,6.78,2.00
-0.71,1.16,0.78,2.00
2.16,0.61,-0.42,1.00
0.02,0.00,-1.07,1.00
-0.00,0.02,-0.63,1.00
0.32,1.07,1.61,2.00
0.01,0.36,2.41,2.00
-1.57,-2.64,1.70,2.00
0.04,-0.32,-2.25,1.00
3.47,1.44,7.75,2.00
1.64,1.12,-3.12,1.00
0.29,0.15,3.77,2.00
-0.71,-0.35,2.43,2.00
0.07,-1.01,1.64,2.00
-0.20,0.79,-0.24,1.00
-0.53,-0.18,-2.87,1.00
0.01,0.29,-1.42,1.00
-0.48,0.55,-1.21,1.00
-2.80,-1.18,2.97,2.00
-0.01,-1.03,-1.25,1.00
0.01,0.14,0.46,2.00
-0.03,-0.10,-1.87,1.00
1.01,1.47,5.12,2.00
0.65,-0.91,0.96,2.00
0.06,-0.06,-2.13,1.00
0.48,0.65,2.20,2.00
-0.00,0.17,0.64,2.00
0.58,-0.68,-1.58,1.00
2.38,-0.55,-6.89,1.00
0.74,-1.05,-2.07,1.00
-1.31,0.77,2.07,2.00
0.45,-0.30,0.84,2.00
-0.33,-0.40,-1.71,1.00
1.34,0.23,2.00,2.00
2.04,2.04,2.03,2.00
-0.51,0.11,-3.19,1.00
0.31,-0.09,1.97,2.00
-0.20,-0.12,-3.36,1.00
1.50,0.69,-3.77,1.00
0.70,-0.02,-1.96,1.00
1.24,0.11,-2.97,1.00
-0.34,0.32,2.12,2.00
0.17,-0.74,-1.99,1.00
-0.23,0.51,-1.93,1.00
-0.86,-0.47,1.46,2.00
0.10,-0.25,4.29,2.00
3.12,-1.18,-2.07,1.00
-0.12,0.38,-2.85,1.00
-0.24,0.61,-0.75,1.00
0.13,-0.15,-2.71,1.00
1.21,-2.51,-1.02,1.00
0.61,-1.87,-2.59,1.00
-1.70,-1.02,2.12,2.00
1.82,-1.85,2.32,2.00
0.16,0.18,-2.85,1.00
-0.72,0.36,1.24,2.00
0.26,-1.34,-1.23,1.00
-1.66,0.73,-2.83,1.00
-0.51,-0.18,-1.14,1.00
0.03,-1.28,-1.59,1.00
-0.04,0.00,-0.24,1.00
-0.55,-0.35,-2.51,1.00
0.25,2.58,2.64,2.00
0.86,-0.31,1.99,2.00
-0.23,-0.80,-4.28,1.00
-0.07,0.05,-1.74,1.00
-0.32,0.99,1.17,2.00
1.17,0.09,-2.32,1.00
0.15,0.29,-0.70,1.00
-0.75,-3.16,-2.00,1.00
-3.77,0.74,-1.82,1.00
-0.47,0.25,-2.78,1.00
-0.08,-0.01,2.55,2.00
0.87,0.79,4.70,2.00
-0.29,-0.34,3.13,2.00
1.51,3.15,-1.63,1.00
0.20,0.14,0.73,2.00
-0.28,0.07,-0.98,1.00
0.20,-0.15,-5.49,1.00
0.00,0.47,-3.59,1.00
0.31,1.54,5.45,2.00
-0.56,0.55,-1.48,1.00
-1.15,2.05,-1.64,1.00
-1.88,-0.20,-2.06,1.00
-0.08,-1.63,-2.16,1.00
-0.27,-0.71,-1.84,1.00
-0.07,-0.02,2.80,2.00
0.80,-0.99,2.13,2.00
-0.52,-0.58,0.80,2.00
-1.71,0.56,-3.66,1.00
-0.44,0.34,2.88,2.00
-0.06,0.27,3.23,2.00
-0.13,0.69,0.42,2.00
0.43,0.28,-4.23,1.00
-0.78,-0.72,5.27,2.00
-0.16,0.75,-1.36,1.00
-0.43,0.13,-1.23,1.00
-0.54,-0.94,-2.57,1.00
-1.05,-0.44,-1.60,1.00
-0.21,-0.49,-1.22,1.00
-0.04,-0.01,-2.19,1.00
0.38,-0.19,3.59,2.00
-0.52,0.64,0.83,2.00
-0.06,-0.43,2.61,2.00
-0.12,-0.08,-1.46,1.00
2.74,-1.27,-4.82,1.00
-0.32,-0.07,4.47,2.00
-0.62,0.36,-2.82,1.00
0.21,-0.75,-2.43,1.00
2.25,-2.07,-1.06,1.00
1.72,1.15,4.32,2.00
2.47,-0.90,-4.16,1.00
0.05,0.41,-1.54,1.00
-0.28,0.07,0.61,2.00
-2.06,0.03,5.15,2.00
-0.03,-0.57,-2.22,1.00
-0.25,-0.44,0.92,2.00
0.88,-0.06,0.18,2.00
0.47,0.48,-5.93,1.00
-0.15,-0.65,-4.77,1.00
-0.43,0.22,2.35,2.00
-0.35,0.05,-3.23,1.00
0.10,0.10,-1.10,1.00
-0.15,-0.03,-2.16,1.00
-0.05,-0.11,-0.70,1.00
1.05,-0.24,-2.00,1.00
-0.17,-0.35,-3.89,1.00
1.08,-0.13,1.83,2.00
0.07,-0.13,3.36,2.00
0.08,2.43,1.44,2.00
-0.04,-0.10,-5.43,1.00
2.93,5.35,4.62,2.00
-0.15,0.13,1.26,2.00
-0.45,0.48,-0.97,1.00
1.83,0.45,-3.68,1.00
-1.54,0.47,5.94,2.00
0.39,-0.07,3.57,2.00
-0.97,1.20,0.93,2.00
-0.17,-0.34,-2.25,1.00
-0.08,-1.29,-2.15,1.00
0.47,-0.60,7.48,2.00
0.31,-0.23,-0.27,1.00
0.62,-2.06,2.73,2.00
-0.40,0.08,1.96,2.00
0.17,0.03,2.98,2.00
-0.15,0.43,1.68,2.00
1.26,-0.10,-2.21,1.00
-0.29,-0.92,-3.47,1.00
1.97,-0.16,-1.93,1.00
-1.55,1.70,-3.10,1.00
-0.76,-0.14,-1.47,1.00
0.88,-1.22,-3.06,1.00
-0.63,-0.96,2.78,2.00
0.09,0.02,-0.20,1.00
-1.64,0.30,-5.13,1.00
-0.15,0.65,0.77,2.00
-1.48,1.47,3.69,2.00
-1.32,-0.41,-2.96,1.00
0.74,-0.28,5.60,2.00
0.39,1.30,-4.33,1.00
-0.04,0.06,-5.38,1.00
-0.49,2.10,4.43,2.00
0.93,-0.10,3.06,2.00
1.54,-2.15,-3.47,1.00
-1.66,-0.86,-3.18,1.00
0.19,-0.44,-0.32,1.00
0.02,0.19,1.56,2.00
-0.52,0.48,2.77,2.00
-0.12,0.02,-0.91,1.00
0.43,-1.36,3.59,2.00
0.67,-1.49,2.15,2.00
-0.85,-2.15,-4.14,1.00
0.42,-0.01,2.40,2.00
-0.20,-0.65,4.26,2.00
-0.67,-0.47,3.25,2.00
0.02,0.01,-0.35,1.00
1.13,0.20,-1.74,1.00
-2.24,-0.23,-1.55,1.00
-0.52,-1.79,2.79,2.00
0.47,0.78,3.98,2.00
-1.80,-3.82,3.00,2.00
1.56,-1.59,2.92,2.00
0.07,-0.48,3.06,2.00
1.72,1.97,-3.80,1.00
0.13,0.23,2.56,2.00
-3.65,-1.46,-2.30,1.00
0.14,-0.73,-1.74,1.00
-0.13,0.92,1.44,2.00
3.80,-0.14,3.96,2.00
0.49,-0.08,-1.62,1.00
-0.12,-0.41,-1.15,1.00
0.87,3.19,2.29,2.00
-0.34,0.11,3.99,2.00
0.22,1.44,-3.38,1.00
-1.49,-1.53,2.59,2.00
1.25,-1.60,4.14,2.00
0.25,2.81,-4.66,1.00
4.11,-1.77,1.57,2.00
-0.53,0.38,3.88,2.00
0.17,3.70,4.40,2.00
-0.14,0.20,0.48,2.00
3.10,-1.31,3.50,2.00
0.33,-3.66,0.88,2.00
0.32,1.58,-2.13,1.00
0.63,0.86,1.52,2.00
-0.29,-0.92,-1.39,1.00
-0.61,0.01,2.19,2.00
0.23,0.09,-4.74,1.00
-1.55,0.93,2.85,2.00
-0.08,-1.05,2.37,2.00
0.68,-1.64,-2.73,1.00
-2.06,-1.19,1.48,2.00
2.59,-3.18,2.74,2.00
1.57,1.36,3.27,2.00
0.25,0.38,-2.05,1.00
-0.33,0.14,-2.82,1.00
-0.44,0.84,1.36,2.00
0.34,2.60,4.68,2.00
4.29,-0.34,-2.63,1.00
-0.00,0.00,-0.35,1.00
0.03,-0.10,2.19,2.00
-0.15,0.02,3.04,2.00
-0.46,0.49,-1.03,1.00
0.24,-0.27,-1.61,1.00
-1.65,1.48,-2.52,1.00
-0.34,-1.26,-3.64,1.00
0.95,0.52,-1.38,1.00
0.00,0.01,1.19,2.00
1.95,0.17,-4.16,1.00
-0.60,-1.72,-2.78,1.00
5.83,3.09,2.55,2.00
0.49,-1.03,1.67,2.00
0.00,-0.03,2.63,2.00
1.67,-0.62,-2.85,1.00
2.58,1.05,2.84,2.00
0.14,-1.36,2.18,2.00
2.82,-0.45,1.44,2.00
-1.28,0.54,-8.26,1.00
1.44,-0.06,1.06,2.00
-0.07,-0.63,-0.58,1.00
-0.34,0.73,-4.40,1.00
3.97,-3.55,2.09,2.00
0.47,-0.05,-7.04,1.00
0.50,-0.20,-2.15,1.00
-2.10,0.93,-2.35,1.00
-3.20,4.36,4.16,2.00
-0.62,0.73,-3.33,1.00
1.34,-2.49,-3.71,1.00
-2.43,0.94,3.72,2.00
-0.02,-0.51,-2.49,1.00
-0.15,0.52,0.88,2.00
-2.13,1.14,-2.06,1.00
0.02,0.49,6.60,2.00
-1.77,-4.12,-3.56,1.00
-0.64,0.45,-2.12,1.00
-0.03,0.11,-1.97,1.00
-0.75,-2.39,2.31,2.00
-0.47,0.33,1.54,2.00
-0.68,-1.42,3.44,2.00
0.83,0.25,-2.31,1.00
0.09,0.22,-1.00,1.00
-0.28,-0.09,2.24,2.00
0.46,0.49,-5.13,1.00
0.90,0.52,-1.61,1.00
-0.21,-2.17,2.35,2.00
0.48,0.19,-4.29,1.00
0.63,0.01,0.21,2.00
0.10,0.12,2.53,2.00
-1.29,-1.49,-2.69,1.00
0.19,-0.11,1.67,2.00
-0.03,-1.45,4.24,2.00
-0.82,-0.71,3.22,2.00
2.47,0.13,-4.97,1.00
0.40,-0.03,2.69,2.00
1.13,0.14,-3.88,1.00
-0.08,0.77,1.25,2.00
1.06,1.20,-2.40,1.00
0.36,0.10,-2.25,1.00
-0.02,0.03,-0.73,1.00
0.45,-0.18,0.31,2.00
0.66,1.22,-1.03,1.00
3.12,4.26,3.92,2.00
1.12,0.18,-1.30,1.00
-0.03,1.24,-0.72,1.00
1.44,-0.73,1.18,2.00
-0.43,-0.04,3.00,2.00
-2.78,-0.90,2.47,2.00
2.80,0.26,1.37,2.00
